Ref,Val,Package,PosX,PosY,Rot,Side
"MX184","LControl","MXOnly-1.5U-Hotswap-NoSilk",-29.324300,-50.012600,180.000000,top
"MX185","LSuper","MXOnly-1U-Hotswap-NoSilk",-5.511800,-50.012600,180.000000,top
"MX186","LAlt","MXOnly-1.5U-Hotswap-NoSilk",18.300700,-50.012600,180.000000,top
"MX187","LSpace","MXOnly-1U-Hotswap-NoSilk",61.163200,-50.012600,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",15.875000,59.563000,0.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",207.645000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",123.063000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",82.931000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",192.151000,59.563000,0.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",22.352000,59.563000,0.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",76.581000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",-21.717000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",129.413000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",10.160000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",-15.367000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",213.995000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",3.810000,-59.563000,180.000000,top
"REF**","breakaway-mousebites","breakaway-mousebites",185.674000,59.563000,0.000000,top
"SW1","Rotary_Encoder_Switch","RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm",-79.741600,45.832400,0.000000,top
